"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test dropping rows with invalid values.","303","test_drop_invalid_rows","","Mon Apr 14 14:19:28 GMT 2025","passed","Mon Apr 14 14:19:28 GMT 2025","","test_customer_targets","",""
"Test that valid customer IDs are properly handled.","351","test_clean_customer_id_valid_ids","","Mon Apr 14 14:19:30 GMT 2025","passed","Mon Apr 14 14:19:31 GMT 2025","","test_customers","",""
"Test renaming columns to lowercase and replacing special characters.","30","test_rename_and_lowercase_columns","","Mon Apr 14 14:19:34 GMT 2025","passed","Mon Apr 14 14:19:34 GMT 2025","","test_dates","",""
"Test filtering valid products.","170","test_filter_valid_products","","Mon Apr 14 14:19:43 GMT 2025","passed","Mon Apr 14 14:19:43 GMT 2025","","test_products","",""
"Test dropping rows with null 'week_no' values.","126","test_drop_invalid_rows","","Mon Apr 14 14:19:35 GMT 2025","passed","Mon Apr 14 14:19:35 GMT 2025","","test_dates","",""
"Test that all column names are converted to lowercase.","27","test_rename_columns_to_lowercase","","Mon Apr 14 14:19:31 GMT 2025","passed","Mon Apr 14 14:19:31 GMT 2025","","test_customers","",""
"Test that metrics are correctly transformed according to the rules.","168","test_transform_metrics[input_data0-expected_output0]","","Mon Apr 14 14:19:36 GMT 2025","passed","Mon Apr 14 14:19:36 GMT 2025","","test_order_fulfillment","",""
"Test that rows with null values are dropped.","217","test_drop_null_values","","Mon Apr 14 14:19:38 GMT 2025","passed","Mon Apr 14 14:19:38 GMT 2025","","test_order_lines","",""
"Test that string columns are properly trimmed of whitespace.","145","test_trim_string_columns","","Mon Apr 14 14:19:30 GMT 2025","passed","Mon Apr 14 14:19:30 GMT 2025","","test_customers","",""
"Test that rows with unwanted values are filtered out.","276","test_filter_unwanted_values","","Mon Apr 14 14:19:38 GMT 2025","passed","Mon Apr 14 14:19:38 GMT 2025","","test_order_lines","",""
"Test that ORDER_QTY and DELIVERY_QTY are properly cleaned.","123","test_clean_order_qty_and_delivery_qty","","Mon Apr 14 14:19:37 GMT 2025","passed","Mon Apr 14 14:19:38 GMT 2025","","test_order_lines","",""
"Test formatting the 'date' column to 'dd-MM-yyyy' format.","215","test_format_date_column","","Mon Apr 14 14:19:34 GMT 2025","passed","Mon Apr 14 14:19:34 GMT 2025","","test_dates","",""
"Test that duplicate rows are dropped correctly.","234","test_drop_duplicates","","Mon Apr 14 14:19:30 GMT 2025","passed","Mon Apr 14 14:19:30 GMT 2025","","test_customers","",""
"Test that metrics are correctly transformed according to the rules.","144","test_transform_metrics[input_data3-expected_output3]","","Mon Apr 14 14:19:37 GMT 2025","passed","Mon Apr 14 14:19:37 GMT 2025","","test_order_fulfillment","",""
"Test cleaning null and empty values.","192","test_clean_nulls_and_empty_values","","Mon Apr 14 14:19:42 GMT 2025","passed","Mon Apr 14 14:19:42 GMT 2025","","test_products","",""
"Test that duplicate rows are properly removed.","256","test_clean_orders_data_drop_duplicates","","Mon Apr 14 14:19:41 GMT 2025","passed","Mon Apr 14 14:19:41 GMT 2025","","test_orders","",""
"Test filtering out rows with null or unwanted values.","196","test_filter_unwanted_values","","Mon Apr 14 14:19:34 GMT 2025","passed","Mon Apr 14 14:19:34 GMT 2025","","test_dates","",""
"Test cleaning special characters.","149","test_clean_special_characters","","Mon Apr 14 14:19:43 GMT 2025","passed","Mon Apr 14 14:19:43 GMT 2025","","test_products","",""
"Test filtering of unwanted values.","522","test_clean_orders_data_unwanted_values","","Mon Apr 14 14:19:39 GMT 2025","passed","Mon Apr 14 14:19:40 GMT 2025","","test_orders","",""
"Test that invalid customer IDs are filtered out.","288","test_clean_customer_id_invalid_ids","","Mon Apr 14 14:19:31 GMT 2025","passed","Mon Apr 14 14:19:31 GMT 2025","","test_customers","",""
"Test cleaning the CUSTOMER_ID column.","2160","test_clean_customer_id","","Mon Apr 14 14:19:25 GMT 2025","passed","Mon Apr 14 14:19:27 GMT 2025","","test_customer_targets","",""
"Test converting product_id.","263","test_convert_product_id","","Mon Apr 14 14:19:42 GMT 2025","passed","Mon Apr 14 14:19:43 GMT 2025","","test_products","",""
"Test cleaning special characters from the 'date' and 'mmm_yy' columns.","297","test_clean_special_characters","","Mon Apr 14 14:19:34 GMT 2025","passed","Mon Apr 14 14:19:34 GMT 2025","","test_dates","",""
"Test that order_id is correctly cleaned when it contains text values.","119","test_clean_order_id_with_text_values","","Mon Apr 14 14:19:36 GMT 2025","passed","Mon Apr 14 14:19:36 GMT 2025","","test_order_fulfillment","",""
"Test normalizing column names.","239","test_normalize_column_names","","Mon Apr 14 14:19:42 GMT 2025","passed","Mon Apr 14 14:19:42 GMT 2025","","test_products","",""
"Test filter_invalid_quantities with null values in quantities.","191","test_filter_invalid_quantities_with_null_values","","Mon Apr 14 14:19:39 GMT 2025","passed","Mon Apr 14 14:19:39 GMT 2025","","test_order_lines","",""
"Test that rows with invalid order_id values are correctly filtered out.","251","test_filter_invalid_order_ids","","Mon Apr 14 14:19:36 GMT 2025","passed","Mon Apr 14 14:19:36 GMT 2025","","test_order_fulfillment","",""
"Test handling of empty strings in ORDER_ID.","109","test_clean_order_id_empty_string","","Mon Apr 14 14:19:38 GMT 2025","passed","Mon Apr 14 14:19:39 GMT 2025","","test_order_lines","",""
"Test that rows with null values are correctly dropped.","229","test_drop_null_values","","Mon Apr 14 14:19:37 GMT 2025","passed","Mon Apr 14 14:19:37 GMT 2025","","test_order_fulfillment","",""
"Test that data is correctly written to the specified path.","1570","test_write_transformed_data","","Mon Apr 14 14:19:32 GMT 2025","passed","Mon Apr 14 14:19:34 GMT 2025","","test_customers","",""
"Test that columns are properly renamed.","114","test_clean_orders_data_column_renaming","","Mon Apr 14 14:19:39 GMT 2025","passed","Mon Apr 14 14:19:39 GMT 2025","","test_orders","",""
"Test cleaning and transforming dates data.","400","test_clean_dates_data","","Mon Apr 14 14:19:35 GMT 2025","passed","Mon Apr 14 14:19:35 GMT 2025","","test_dates","",""
"Test that null values are dropped correctly.","659","test_drop_na_values","","Mon Apr 14 14:19:29 GMT 2025","passed","Mon Apr 14 14:19:30 GMT 2025","","test_customers","",""
"Test that order_placement_date is properly cleaned and standardized.","549","test_clean_orders_data_date_cleaning","","Mon Apr 14 14:19:41 GMT 2025","passed","Mon Apr 14 14:19:41 GMT 2025","","test_orders","",""
"Test that customer_id is properly cleaned and converted to integer.","838","test_clean_orders_data_customer_id_cleaning","","Mon Apr 14 14:19:40 GMT 2025","passed","Mon Apr 14 14:19:41 GMT 2025","","test_orders","",""
"Test that load_orders_data correctly loads CSV data with the specified schema.","130","test_load_orders_data","","Mon Apr 14 14:19:39 GMT 2025","passed","Mon Apr 14 14:19:39 GMT 2025","","test_orders","",""
"Test that rows with invalid quantities are filtered out.","230","test_filter_invalid_quantities","","Mon Apr 14 14:19:38 GMT 2025","passed","Mon Apr 14 14:19:38 GMT 2025","","test_order_lines","",""
"Test handling of empty strings in clean_string_columns.","132","test_clean_string_columns_empty_strings","","Mon Apr 14 14:19:34 GMT 2025","passed","Mon Apr 14 14:19:34 GMT 2025","","test_customers","",""
"Test loading customer targets data.","1561","test_load_customer_targets_data","","Mon Apr 14 14:19:24 GMT 2025","passed","Mon Apr 14 14:19:25 GMT 2025","","test_customer_targets","",""
"Test that derived columns are correctly added.","148","test_add_derived_columns","","Mon Apr 14 14:19:38 GMT 2025","passed","Mon Apr 14 14:19:38 GMT 2025","","test_order_lines","",""
"Test that load_order_lines_data correctly loads CSV data with the specified schema.","160","test_load_order_lines_data","","Mon Apr 14 14:19:37 GMT 2025","passed","Mon Apr 14 14:19:37 GMT 2025","","test_order_lines","",""
"Test that column names are converted to lowercase.","18","test_convert_column_names_to_lowercase","","Mon Apr 14 14:19:38 GMT 2025","passed","Mon Apr 14 14:19:38 GMT 2025","","test_order_lines","",""
"Test loading dates data.","23","test_load_dates_data","","Mon Apr 14 14:19:34 GMT 2025","passed","Mon Apr 14 14:19:34 GMT 2025","","test_dates","",""
"Test cleaning the 'week_no' column by removing 'W' and casting to integer.","190","test_clean_week_no_column","","Mon Apr 14 14:19:35 GMT 2025","passed","Mon Apr 14 14:19:35 GMT 2025","","test_dates","",""
"Test cleaning and transforming customer targets data.","607","test_clean_customer_targets_data","","Mon Apr 14 14:19:28 GMT 2025","passed","Mon Apr 14 14:19:29 GMT 2025","","test_customer_targets","",""
"Test that columns are renamed correctly to lowercase and 'on.time' becomes 'on_time'.","234","test_rename_columns","","Mon Apr 14 14:19:35 GMT 2025","passed","Mon Apr 14 14:19:36 GMT 2025","","test_order_fulfillment","",""
"Test renaming columns to lowercase.","40","test_rename_columns_to_lowercase","","Mon Apr 14 14:19:28 GMT 2025","passed","Mon Apr 14 14:19:28 GMT 2025","","test_customer_targets","",""
"Integration test for the entire data cleaning pipeline.","926","test_clean_customer_data_integration","","Mon Apr 14 14:19:31 GMT 2025","passed","Mon Apr 14 14:19:32 GMT 2025","","test_customers","",""
"Test add_derived_columns with null dates.","117","test_add_derived_columns_with_null_dates","","Mon Apr 14 14:19:39 GMT 2025","passed","Mon Apr 14 14:19:39 GMT 2025","","test_order_lines","",""
"Test replacing negative values in target columns with None.","307","test_handle_negative_values","","Mon Apr 14 14:19:27 GMT 2025","passed","Mon Apr 14 14:19:28 GMT 2025","","test_customer_targets","",""
"Test that metrics are correctly transformed according to the rules.","157","test_transform_metrics[input_data1-expected_output1]","","Mon Apr 14 14:19:36 GMT 2025","passed","Mon Apr 14 14:19:36 GMT 2025","","test_order_fulfillment","",""
"Test the complete cleaning process.","159","test_clean_products_data","","Mon Apr 14 14:19:43 GMT 2025","passed","Mon Apr 14 14:19:43 GMT 2025","","test_products","",""
"Test that metrics are correctly transformed according to the rules.","158","test_transform_metrics[input_data2-expected_output2]","","Mon Apr 14 14:19:36 GMT 2025","passed","Mon Apr 14 14:19:37 GMT 2025","","test_order_fulfillment","",""
"Test that rows with null values are properly removed.","354","test_clean_orders_data_drop_nulls","","Mon Apr 14 14:19:41 GMT 2025","passed","Mon Apr 14 14:19:42 GMT 2025","","test_orders","",""
"Test that load_customers_data correctly loads CSV data with the specified schema.","764","test_load_customers_data","","Mon Apr 14 14:19:29 GMT 2025","passed","Mon Apr 14 14:19:29 GMT 2025","","test_customers","",""
"Test formatting the 'mmm_yy' column to 'dd-MM-yyyy' format.","158","test_format_mmm_yy_column","","Mon Apr 14 14:19:35 GMT 2025","passed","Mon Apr 14 14:19:35 GMT 2025","","test_dates","",""
"Test handling of PRODUCT_ID with completely non-numeric content.","121","test_clean_product_id_with_invalid_format","","Mon Apr 14 14:19:39 GMT 2025","passed","Mon Apr 14 14:19:39 GMT 2025","","test_order_lines","",""
"Test the full data cleaning pipeline with actual data format.","334","test_clean_order_fulfillment_data","","Mon Apr 14 14:19:37 GMT 2025","passed","Mon Apr 14 14:19:37 GMT 2025","","test_order_fulfillment","",""
